sys_nm,species,cuid,cunamepse,region,GFE_ID,streamid,lat,lon
ISLAND BAY CREEKS-L/H,Chum,801,East Haida Gwaii,Haida Gwaii,1622.0,431,52.35290879,-131.4107614
ISLAND BAY CREEKS-R/H,Coho,807,East Haida Gwaii,Haida Gwaii,1621.0,2549,52.35698345,-131.4124654
ISLAND BAY CREEKS-R/H,Chum,801,East Haida Gwaii,Haida Gwaii,1621.0,430,52.35698345,-131.4124654
JALUN RIVER,Lake sockeye,822,Jalun,Haida Gwaii,1556.0,5953,54.12777258,-132.8026367
JALUN RIVER,Pink (even),810,North Haida Gwaii (even),Haida Gwaii,1556.0,3857,54.12777258,-132.8026367
JALUN RIVER,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1556.0,2288,54.12777258,-132.8026367
JALUN RIVER,Pink (odd),814,North Haida Gwaii (odd),Haida Gwaii,1556.0,4847,54.12777258,-132.8026367
JEDWAY CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1630.0,439,52.29202528,-131.2227018
JEDWAY CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1630.0,2557,52.29202528,-131.2227018
JUNGLE CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1499.0,4920,53.37202595,-131.9291673
JUNGLE CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1499.0,2452,53.37202595,-131.9291673
KANO INLET CREEK - OUTER,Coho,808,West Haida Gwaii,Haida Gwaii,1529.0,2480,53.28806444,-132.6388879
KANO INLET CREEK - OUTER,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1529.0,4932,53.28806444,-132.6388879
KANO INLET CREEK - OUTER,Chum,803,West Haida Gwaii,Haida Gwaii,1529.0,357,53.28806444,-132.6388879
KANO INLET CREEK - OUTER,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1529.0,3992,53.28806444,-132.6388879
KANO INLET CREEK - OUTER,River sockeye,818,West Haida Gwaii (river-type),Haida Gwaii,1529.0,6034,53.28806444,-132.6388879
KANO INLET HEAD CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1531.0,3994,53.33295269,-132.5547574
KANO INLET HEAD CREEK,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1531.0,4934,53.33295269,-132.5547574
KANO INLET HEAD CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1531.0,2482,53.33295269,-132.5547574
KANO INLET HEAD CREEK,River sockeye,818,West Haida Gwaii (river-type),Haida Gwaii,1531.0,6035,53.33295269,-132.5547574
KANO INLET HEAD CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1531.0,359,53.33295269,-132.5547574
KENDRICK POINT CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1639.0,448,52.19585271,-131.1266166
KENDRICK POINT CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1639.0,2564,52.19585271,-131.1266166
KENDRICK POINT CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1639.0,4072,52.19585271,-131.1266166
KOGANGAS CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1711.0,491,52.61744997,-131.509562
KOOTENAY INLET NORTH ARM CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1659.0,2580,52.87832659,-132.1981989
KOOTENAY INLET NORTH ARM CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1659.0,468,52.87832659,-132.1981989
KOOTENAY INLET NORTH ARM CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1659.0,4087,52.87832659,-132.1981989
KOOTENAY INLET NORTH ARM CREEK,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1659.0,4994,52.87832659,-132.1981989
KOOTENAY INLET SOUTH ARM CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1658.0,467,52.84397609,-132.151785
KOOTENAY INLET SOUTH ARM CREEK,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1658.0,4993,52.84397609,-132.151785
KOOTENAY INLET SOUTH ARM CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1658.0,2579,52.84397609,-132.151785
KOOTENAY INLET SOUTH ARM CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1658.0,4086,52.84397609,-132.151785
KOOTENAY INLET SOUTH ARM CREEK,River sockeye,818,West Haida Gwaii (river-type),Haida Gwaii,1658.0,6067,52.84397609,-132.151785
KOSTAN CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1607.0,2536,52.57918999,-131.7148207
KOSTAN CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1607.0,417,52.57918999,-131.7148207
KOSTAN CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1607.0,4050,52.57918999,-131.7148207
KOSTAN CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1607.0,4977,52.57918999,-131.7148207
KOYA CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1637.0,446,52.215212,-131.0792775
KOYA CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1637.0,4985,52.215212,-131.0792775
KOYA CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1637.0,4070,52.215212,-131.0792775
KOYA CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1637.0,2563,52.215212,-131.0792775
KUMDIS CREEK,Pink (even),810,North Haida Gwaii (even),Haida Gwaii,1574.0,3871,53.69525452,-132.1437576
KUMDIS CREEK,Pink (odd),814,North Haida Gwaii (odd),Haida Gwaii,1574.0,10385,53.69525452,-132.1437576
KUMDIS CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1574.0,2300,53.69525452,-132.1437576
LAGINS CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1517.0,2468,53.22731769,-132.3264649
LAGINS CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1517.0,3981,53.22731769,-132.3264649
LAGINS CREEK,Chum,804,Skidegate,Haida Gwaii,1517.0,346,53.22731769,-132.3264649
LAGINS CREEK,River sockeye,816,East Haida Gwaii (river-type),Haida Gwaii,1517.0,6031,53.22731769,-132.3264649
LAGINS CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1517.0,4926,53.22731769,-132.3264649
LAGINS CREEK-RH,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1516.0,3980,53.23420659,-132.3225001
LAGINS CREEK-RH,Coho,807,East Haida Gwaii,Haida Gwaii,1516.0,2467,53.23420659,-132.3225001
LAGINS CREEK-RH,Chum,804,Skidegate,Haida Gwaii,1516.0,345,53.23420659,-132.3225001
LAGOON CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1588.0,2517,52.93706813,-131.9675888
LAGOON CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1588.0,398,52.93706813,-131.9675888
LAGOON CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1588.0,4963,52.93706813,-131.9675888
LAGOON CREEK,River sockeye,816,East Haida Gwaii (river-type),Haida Gwaii,1588.0,6051,52.93706813,-131.9675888
LAGOON CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1588.0,4031,52.93706813,-131.9675888
LANDRICK CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1712.0,492,52.64111463,-131.5551171
LAWN CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1498.0,2451,53.40352235,-131.9234758
LIGNITE CREEK,Chum,802,North Haida Gwaii,Haida Gwaii,1560.0,184,53.97114945,-132.6019013
LIGNITE CREEK,Pink (even),810,North Haida Gwaii (even),Haida Gwaii,1560.0,3861,53.97114945,-132.6019013
LIGNITE CREEK,Pink (odd),814,North Haida Gwaii (odd),Haida Gwaii,1560.0,4851,53.97114945,-132.6019013
LIGNITE CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1560.0,2292,53.97114945,-132.6019013
LITTLE GOOSE CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1596.0,406,52.88247678,-131.8890397
LITTLE GOOSE CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1596.0,4039,52.88247678,-131.8890397
LITTLE GOOSE CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1596.0,4969,52.88247678,-131.8890397
LITTLE GOOSE CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1596.0,2525,52.88247678,-131.8890397
LOMGON BAY CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1657.0,466,52.78671575,-132.0985713
LOMGON BAY CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1657.0,2578,52.78671575,-132.0985713
LOMGON BAY CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1657.0,4085,52.78671575,-132.0985713
LONGFELLOW CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1603.0,2532,52.71702923,-131.8334662
LONGFELLOW CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1603.0,413,52.71702923,-131.8334662
LONGFELLOW CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1603.0,4046,52.71702923,-131.8334662
LOUSCOONE INLET CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1642.0,2567,52.2434398,-131.2941613
LOUSCOONE INLET CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1642.0,451,52.2434398,-131.2941613
LOUSCOONE INLET CREEK,River sockeye,818,West Haida Gwaii (river-type),Haida Gwaii,1642.0,10389,52.2434398,-131.2941613
LOUSCOONE INLET CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1642.0,4074,52.2434398,-131.2941613
LOUSCOONE INLET CREEK - OUTER,Chum,803,West Haida Gwaii,Haida Gwaii,1643.0,452,52.16584888,-131.2100743
LUXANA CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1726.0,5008,52.07950905,-131.0634839
LUXANA CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1726.0,4112,52.07950905,-131.0634839
LUXANA CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1726.0,506,52.07950905,-131.0634839
LUXANA CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1726.0,2609,52.07950905,-131.0634839
MACE CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1550.0,175,53.60700899,-132.8226531
MACE CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1550.0,2283,53.60700899,-132.8226531
MACE CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1550.0,3852,53.60700899,-132.8226531
MACE CREEK,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1550.0,4842,53.60700899,-132.8226531
MACINTYRE CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1578.0,194,53.16516526,-131.7995495
MACINTYRE CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1578.0,2304,53.16516526,-131.7995495
MACINTYRE CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1578.0,4860,53.16516526,-131.7995495
MACINTYRE CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1578.0,3874,53.16516526,-131.7995495
MACMILLAN CREEK,Chum,804,Skidegate,Haida Gwaii,1687.0,288,53.18255055,-132.0299451
MACMILLAN CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1687.0,2399,53.18255055,-132.0299451
MACMILLAN CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1687.0,3941,53.18255055,-132.0299451
MAMIN RIVER,Pink (even),810,North Haida Gwaii (even),Haida Gwaii,1570.0,3869,53.62133376,-132.3105225
MAMIN RIVER,River sockeye,817,North Haida Gwaii (river-type),Haida Gwaii,1570.0,5958,53.62133376,-132.3105225
MAMIN RIVER,Pink (odd),814,North Haida Gwaii (odd),Haida Gwaii,1570.0,4856,53.62133376,-132.3105225
MAMIN RIVER,Chum,802,North Haida Gwaii,Haida Gwaii,1570.0,190,53.62133376,-132.3105225
MAMIN RIVER,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1570.0,2298,53.62133376,-132.3105225
MARKER CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1719.0,499,52.4077081,-131.3681223
MARKER CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1719.0,2603,52.4077081,-131.3681223
MARKO CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1611.0,420,52.51576569,-131.5183682
MARSHALL INLET CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1612.0,421,52.46921969,-131.5121173
MARSHALL INLET CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1612.0,4053,52.46921969,-131.5121173
MARSHALL INLET CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1612.0,2540,52.46921969,-131.5121173
MATHERS CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1695.0,3948,53.01751463,-131.7764512
MATHERS CREEK,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1695.0,4909,53.01751463,-131.7764512
MATHERS CREEK,Chinook,806,East Haida Gwaii,Haida Gwaii,1695.0,1544,53.01751463,-131.7764512
MATHERS CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1695.0,2407,53.01751463,-131.7764512
MATHERS CREEK,Lake sockeye,824,Mathers,Haida Gwaii,1695.0,6022,53.01751463,-131.7764512
MATHERS CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1695.0,294,53.01751463,-131.7764512
MATHESON CREEK-L/H,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1614.0,4981,52.44443987,-131.4770355
MATHESON CREEK-L/H,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1614.0,4055,52.44443987,-131.4770355
MATHESON CREEK-L/H,Coho,807,East Haida Gwaii,Haida Gwaii,1614.0,2542,52.44443987,-131.4770355
MATHESON CREEK-L/H,Chum,801,East Haida Gwaii,Haida Gwaii,1614.0,423,52.44443987,-131.4770355
MATHESON CREEK-R/H,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1613.0,4054,52.4437477,-131.4803952
MATHESON CREEK-R/H,Coho,807,East Haida Gwaii,Haida Gwaii,1613.0,2541,52.4437477,-131.4803952
MATHESON CREEK-R/H,Chum,801,East Haida Gwaii,Haida Gwaii,1613.0,422,52.4437477,-131.4803952
MATHESON CREEK-R/H,Pink (odd),813,East Haida Gwaii (odd),Haida Gwaii,1613.0,4980,52.4437477,-131.4803952
MATHESON CREEK-R/H,River sockeye,816,East Haida Gwaii (river-type),Haida Gwaii,1613.0,10388,52.4437477,-131.4803952
MCCLINTON CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1566.0,2295,53.63585923,-132.6097595
MCCLINTON CREEK,Pink (odd),814,North Haida Gwaii (odd),Haida Gwaii,1566.0,4853,53.63585923,-132.6097595
MCCLINTON CREEK,Chum,802,North Haida Gwaii,Haida Gwaii,1566.0,187,53.63585923,-132.6097595
MCCLINTON CREEK,Pink (even),810,North Haida Gwaii (even),Haida Gwaii,1566.0,3865,53.63585923,-132.6097595
MCKENZIE COVE CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1672.0,370,53.04762946,-132.3376051
MCKENZIE COVE CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1672.0,4005,53.04762946,-132.3376051
MCKENZIE COVE CREEK,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1672.0,4938,53.04762946,-132.3376051
MCKENZIE COVE CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1672.0,2492,53.04762946,-132.3376051
MERCER CREEK,Lake sockeye,825,Mercer,Haida Gwaii,1548.0,5951,53.58313923,-132.9016718
MERCER CREEK,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1548.0,4841,53.58313923,-132.9016718
MERCER CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1548.0,173,53.58313923,-132.9016718
MERCER CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1548.0,3851,53.58313923,-132.9016718
MERCER CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1548.0,2281,53.58313923,-132.9016718
MILLER CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1501.0,2454,53.3388547,-131.9430423
MISSION CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1504.0,335,53.29099556,-131.9692244
MISSION CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1504.0,2457,53.29099556,-131.9692244
MOLLITORS CREEK,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1500.0,2453,53.36865486,-131.9364836
MOODY CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1723.0,2606,52.13249249,-131.050537
MOODY CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1723.0,503,52.13249249,-131.050537
MOORE CREEK,Chum,801,East Haida Gwaii,Haida Gwaii,1703.0,299,52.7135442,-131.6790208
MOORE CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1703.0,2413,52.7135442,-131.6790208
MORESBY CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1664.0,4092,52.93705815,-132.133423
MORESBY CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1664.0,473,52.93705815,-132.133423
MORESBY CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1664.0,2584,52.93705815,-132.133423
MOUNTAIN CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1536.0,2485,53.30901317,-132.4234323
MOUNTAIN CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1536.0,3998,53.30901317,-132.4234323
MOUNTAIN CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1536.0,363,53.30901317,-132.4234323
MUD BAY CREEK,Chum,804,Skidegate,Haida Gwaii,1515.0,344,53.20758527,-132.2543503
MUD BAY CREEK,Coho,807,East Haida Gwaii,Haida Gwaii,1515.0,2466,53.20758527,-132.2543503
MUD BAY CREEK,Pink (even),811,East Haida Gwaii (even),Haida Gwaii,1515.0,3979,53.20758527,-132.2543503
MUDGE CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1665.0,474,52.95889412,-132.1134659
MUDGE CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1665.0,4093,52.95889412,-132.1134659
MUNCORD CREEK,Chum,804,Skidegate,Haida Gwaii,1505.0,336,53.25072746,-132.0344428
NADEN RIVER,Pink (even),810,North Haida Gwaii (even),Haida Gwaii,1559.0,3860,53.94485711,-132.6724995
NADEN RIVER,Chum,802,North Haida Gwaii,Haida Gwaii,1559.0,183,53.94485711,-132.6724995
NADEN RIVER,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,1559.0,2291,53.94485711,-132.6724995
NADEN RIVER,Lake sockeye,823,Marian/Eden,Haida Gwaii,1559.0,5954,53.94485711,-132.6724995
NADEN RIVER,Chinook,805,North Haida Gwaii,Haida Gwaii,1559.0,1492,53.94485711,-132.6724995
NADEN RIVER,Pink (odd),814,North Haida Gwaii (odd),Haida Gwaii,1559.0,4850,53.94485711,-132.6724995
NADU RIVER,Coho,809,Haida Gwaii-Graham Island Lowlands,Haida Gwaii,3545.0,2103,53.83059002,-132.1276973
NESTO INLET CREEK INNER,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1547.0,3850,53.56003712,-132.9064393
NESTO INLET CREEK INNER,Chum,803,West Haida Gwaii,Haida Gwaii,1547.0,172,53.56003712,-132.9064393
NESTO INLET CREEK INNER,Coho,808,West Haida Gwaii,Haida Gwaii,1547.0,2280,53.56003712,-132.9064393
NESTO INLET CREEK-OUTER,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1546.0,3932,53.52145958,-132.8466848
NESTO INLET CREEK-OUTER,Chum,803,West Haida Gwaii,Haida Gwaii,1546.0,278,53.52145958,-132.8466848
NORTH ARM CREEK-RH,Chum,804,Skidegate,Haida Gwaii,1523.0,352,53.16875847,-132.3110759
NORTH ARM CREEK-RH,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1523.0,3987,53.16875847,-132.3110759
NORTH ARM CREEK-RH,Coho,808,West Haida Gwaii,Haida Gwaii,1523.0,2474,53.16875847,-132.3110759
NORTH ARM HEAD CREEK,Pink (odd),815,West Haida Gwaii (odd),Haida Gwaii,1524.0,4929,53.18635457,-132.33945
NORTH ARM HEAD CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1524.0,3988,53.18635457,-132.33945
NORTH ARM HEAD CREEK,River sockeye,818,West Haida Gwaii (river-type),Haida Gwaii,1524.0,6032,53.18635457,-132.33945
NORTH ARM HEAD CREEK,Chum,804,Skidegate,Haida Gwaii,1524.0,353,53.18635457,-132.33945
NORTH ARM HEAD CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1524.0,2475,53.18635457,-132.33945
OTARD CREEK,Coho,808,West Haida Gwaii,Haida Gwaii,1555.0,2287,53.7703992,-132.9924885
OTARD CREEK,Pink (even),812,West Haida Gwaii (even),Haida Gwaii,1555.0,3856,53.7703992,-132.9924885
OTARD CREEK,Chum,803,West Haida Gwaii,Haida Gwaii,1555.0,180,53.7703992,-132.9924885
