"","X","stream","year","date","doy","days_at_risk","arrived","flow","flow_7d","flow_14d","flow_30d","flow_delta_14d","flow_cum_since_start","days_since_high_flow","jan_jun_mean_flow","n_missing_flow"
"11",71,"NANAIMO RIVER",1984,"1984-01-11",11,11,0,26.2,38.8142857142853,31.3921428571422,20.0186666666666,7.4221428571431,420.84,0,14.8829281767956,0
"12",72,"NANAIMO RIVER",1984,"1984-01-12",12,12,0,22.1,32.2714285714298,32.5757142857141,20.0853333333333,-0.304285714284305,442.94,0,14.8829281767956,0
"13",73,"NANAIMO RIVER",1984,"1984-01-13",13,13,0,19,28.2142857142857,33.51,20.1186666666666,-5.29571428571424,461.94,0,14.8829281767956,0
"14",74,"NANAIMO RIVER",1984,"1984-01-14",14,14,0,16.4,25.2857142857143,34.1671428571426,20.1586666666665,-8.88142857142832,478.34,0,14.8829281767956,0
"15",75,"NANAIMO RIVER",1984,"1984-01-15",15,15,0,14.3,22.442857142858,34.6285714285716,20.1820000000002,-12.1857142857137,492.64,0,14.8829281767956,0
"16",76,"NANAIMO RIVER",1984,"1984-01-16",16,16,0,12.5,19.971428571429,34.2928571428576,20.2086666666665,-14.3214285714286,505.14,1,14.8829281767956,0
"17",77,"NANAIMO RIVER",1984,"1984-01-17",17,17,0,11.3,17.4000000000004,32.5714285714286,20.2286666666667,-15.1714285714282,516.44,2,14.8829281767956,0
"18",78,"NANAIMO RIVER",1984,"1984-01-18",18,18,0,10.1,15.0999999999996,26.9571428571424,20.2349999999996,-11.8571428571429,526.54,3,14.8829281767956,0
"19",79,"NANAIMO RIVER",1984,"1984-01-19",19,19,0,9.47,13.2957142857132,22.7835714285715,20.2539999999998,-9.48785714285831,536.01,4,14.8829281767956,0
"20",80,"NANAIMO RIVER",1984,"1984-01-20",20,20,0,8.75,11.8314285714275,20.0228571428566,20.2786666666667,-8.19142857142911,544.76,5,14.8829281767956,0
"21",81,"NANAIMO RIVER",1984,"1984-01-21",21,21,0,8.29,10.6728571428581,17.9792857142862,20.3080000000002,-7.30642857142811,553.05,6,14.8829281767956,0
"22",82,"NANAIMO RIVER",1984,"1984-01-22",22,22,0,10.1,10.0728571428564,16.2578571428572,20.4139999999999,-6.18500000000079,563.15,7,14.8829281767956,0
"23",83,"NANAIMO RIVER",1984,"1984-01-23",23,23,0,10.6,9.80142857142866,14.8864285714288,20.5523333333336,-5.08500000000017,573.75,8,14.8829281767956,0
"24",84,"NANAIMO RIVER",1984,"1984-01-24",24,24,0,12.5,9.97285714285681,13.6864285714286,20.7590000000001,-3.7135714285718,586.25,9,14.8829281767956,0
"25",85,"NANAIMO RIVER",1984,"1984-01-25",25,25,0,16.4,10.8728571428572,12.9864285714284,21.0966666666665,-2.11357142857118,602.65,0,14.8829281767956,0
"26",86,"NANAIMO RIVER",1984,"1984-01-26",26,26,0,15.6,11.7485714285722,12.5221428571427,21.4183333333334,-0.773571428570515,618.25,0,14.8829281767956,0
"27",87,"NANAIMO RIVER",1984,"1984-01-27",27,27,0,15.3,12.6842857142869,12.2578571428572,21.7399999999999,0.426428571429692,633.55,0,14.8829281767956,0
"28",88,"NANAIMO RIVER",1984,"1984-01-28",28,28,0,16,13.7857142857143,12.2292857142862,22.0889999999999,1.55642857142811,649.55,0,14.8829281767956,0
"29",89,"NANAIMO RIVER",1984,"1984-01-29",29,29,0,16,14.6285714285727,12.3507142857145,22.425,2.27785714285814,665.55,0,14.8829281767956,0
"30",90,"NANAIMO RIVER",1984,"1984-01-30",30,30,0,14,15.1142857142861,12.4578571428574,22.6516666666668,2.65642857142874,679.55,0,14.8829281767956,0
"31",91,"NANAIMO RIVER",1984,"1984-01-31",31,31,0,12.6,15.1285714285706,12.5507142857137,22.8103333333333,2.57785714285689,692.15,1,14.8829281767956,0
"32",92,"NANAIMO RIVER",1984,"1984-02-01",32,32,0,11.5,14.4285714285714,12.6507142857143,22.6203333333334,1.7778571428571,703.65,2,14.8829281767956,0
"33",93,"NANAIMO RIVER",1984,"1984-02-02",33,33,0,10.6,13.7142857142857,12.7314285714289,21.7936666666666,0.982857142856767,714.25,3,14.8829281767956,0
"34",94,"NANAIMO RIVER",1984,"1984-02-03",34,34,0,9.82,12.9314285714271,12.807857142857,19.1643333333331,0.123571428570099,724.07,4,14.8829281767956,0
